"module name","license","repository"
"@reduxjs/toolkit@1.5.1","MIT","https://github.com/reduxjs/redux-toolkit"
"@rollup/plugin-alias@3.1.2","MIT","https://github.com/rollup/plugins"
"@rollup/plugin-babel@5.3.0","MIT","https://github.com/rollup/plugins"
"@rollup/plugin-commonjs@17.1.0","MIT","https://github.com/rollup/plugins"
"@rollup/plugin-json@4.1.0","MIT","https://github.com/rollup/plugins"
"@rollup/plugin-node-resolve@11.2.0","MIT","https://github.com/rollup/plugins"
"@rollup/plugin-replace@2.4.1","MIT","https://github.com/rollup/plugins"
"@rollup/pluginutils@3.1.0","MIT","https://github.com/rollup/plugins"
"@rollup/pluginutils@4.1.0","MIT","https://github.com/rollup/plugins"
"@soda/friendly-errors-webpack-plugin@1.8.0","MIT","https://github.com/sodatea/friendly-errors-webpack-plugin"
"@soda/get-current-script@1.0.2","MIT","https://github.com/sodatea/get-current-script"
"@types/anymatch@1.3.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel-types@7.0.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babylon@6.16.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/body-parser@1.19.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/classnames@2.2.11","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/connect-history-api-fallback@1.3.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/connect@3.4.34","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/eslint-visitor-keys@1.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree@0.0.39","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree@0.0.46","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/express-serve-static-core@4.17.18","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/express@4.17.11","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/get-value@3.0.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/glob@7.1.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/http-proxy-middleware@0.19.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/http-proxy@1.17.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/json-schema@7.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/lodash@4.14.168","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/mime@1.3.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/minimatch@3.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/minimist@1.2.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@14.14.31","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/normalize-package-data@2.4.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/owasp-password-strength-test@1.3.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/parse-json@4.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/q@1.5.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/qs@6.9.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/range-parser@1.2.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/resolve@1.17.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/serve-static@1.13.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/set-value@2.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/source-list-map@0.1.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/tapable@1.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/uglify-js@3.12.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/vue-moment@4.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/webpack-dev-server@3.11.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/webpack-env@1.16.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/webpack-sources@2.1.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/webpack@4.41.26","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yup@0.29.11","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@typescript-eslint/eslint-plugin@2.34.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/experimental-utils@2.34.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/parser@2.34.0","BSD-2-Clause","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/typescript-estree@2.34.0","BSD-2-Clause","https://github.com/typescript-eslint/typescript-eslint"
"@vue/babel-helper-vue-jsx-merge-props@1.2.1","MIT","https://github.com/vuejs/jsx/tree/master/packages/babel-helper-vue-jsx-merge-props"
"@vue/babel-helper-vue-transform-on@1.0.2","MIT",""
"@vue/babel-plugin-jsx@1.0.3","MIT","https://github.com/vuejs/jsx-next"
"@vue/babel-plugin-transform-vue-jsx@1.2.1","MIT","https://github.com/vuejs/jsx/tree/master/packages/babel-plugin-transform-vue-jsx"
"@vue/babel-preset-app@4.5.11","MIT","https://github.com/vuejs/vue-cli"
"@vue/babel-preset-jsx@1.2.4","MIT","https://github.com/vuejs/jsx/tree/master/packages/babel-preset-jsx"
"@vue/babel-sugar-composition-api-inject-h@1.2.1","MIT","https://github.com/vuejs/jsx/tree/master/packages/babel-sugar-composition-api-inject-h"
"@vue/babel-sugar-composition-api-render-instance@1.2.4","MIT","https://github.com/vuejs/jsx/tree/master/packages/babel-sugar-composition-api-render-instance"
"@vue/babel-sugar-functional-vue@1.2.2","MIT","https://github.com/vuejs/jsx/tree/master/packages/babel-sugar-functional-vue"
"@vue/babel-sugar-inject-h@1.2.2","MIT","https://github.com/vuejs/jsx/tree/master/packages/babel-sugar-inject-h"
"@vue/babel-sugar-v-model@1.2.3","MIT","https://github.com/vuejs/jsx/tree/master/packages/babel-sugar-v-model"
"@vue/babel-sugar-v-on@1.2.3","MIT","https://github.com/vuejs/jsx/tree/master/packages/babel-sugar-v-on"
"@vue/cli-overlay@4.5.11","MIT","https://github.com/vuejs/vue-cli"
"@vue/cli-plugin-babel@4.5.11","MIT","https://github.com/vuejs/vue-cli"
"@vue/cli-plugin-eslint@4.5.11","MIT","https://github.com/vuejs/vue-cli"
"@vue/cli-plugin-router@4.5.11","MIT","https://github.com/vuejs/vue-cli"
"@vue/cli-plugin-typescript@4.5.11","MIT","https://github.com/vuejs/vue-cli"
"@vue/cli-plugin-vuex@4.5.11","MIT","https://github.com/vuejs/vue-cli"
"@vue/cli-service@4.5.11","MIT","https://github.com/vuejs/vue-cli"
"@vue/cli-shared-utils@4.5.11","MIT","https://github.com/vuejs/vue-cli"
"@vue/component-compiler-utils@3.2.0","MIT","https://github.com/vuejs/component-compiler-utils"
"@vue/component-compiler@4.2.3","MIT","https://github.com/vuejs/vue-component-compiler"
"@vue/eslint-config-prettier@6.0.0","MIT","https://github.com/vuejs/eslint-config-prettier"
"@vue/eslint-config-typescript@5.1.0","MIT","https://github.com/vuejs/eslint-config-typescript"
"@vue/preload-webpack-plugin@1.1.2","Apache-2.0","https://github.com/vuejs/preload-webpack-plugin"
"@vue/web-component-wrapper@1.3.0","MIT","https://github.com/vuejs/web-component-wrapper"
"@webassemblyjs/ast@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/floating-point-hex-parser@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-api-error@1.9.0","MIT",""
"@webassemblyjs/helper-buffer@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-code-frame@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-fsm@1.9.0","ISC",""
"@webassemblyjs/helper-module-context@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-wasm-bytecode@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-wasm-section@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/ieee754@1.9.0","MIT",""
"@webassemblyjs/leb128@1.9.0","MIT",""
"@webassemblyjs/utf8@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-edit@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-gen@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-opt@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-parser@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wast-parser@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wast-printer@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@xtuc/ieee754@1.2.0","BSD-3-Clause","https://github.com/feross/ieee754"
"@xtuc/long@4.2.2","Apache-2.0","https://github.com/dcodeIO/long.js"
"@zkochan/cmd-shim@3.1.0","BSD-2-Clause","https://github.com/pnpm/cmd-shim"
"JSONStream@1.3.5","(MIT OR Apache-2.0)","https://github.com/dominictarr/JSONStream"
"abbrev@1.1.1","ISC","https://github.com/isaacs/abbrev-js"
"accepts@1.3.7","MIT","https://github.com/jshttp/accepts"
"acorn-globals@3.1.0","MIT","https://github.com/ForbesLindesay/acorn-globals"
"acorn-jsx@5.3.1","MIT","https://github.com/acornjs/acorn-jsx"
"acorn-walk@7.2.0","MIT","https://github.com/acornjs/acorn"
"acorn@3.3.0","MIT","https://github.com/ternjs/acorn"
"acorn@4.0.13","MIT","https://github.com/ternjs/acorn"
"acorn@6.4.2","MIT","https://github.com/acornjs/acorn"
"acorn@7.4.1","MIT","https://github.com/acornjs/acorn"
"address@1.1.2","MIT","https://github.com/node-modules/address"
"agent-base@4.2.1","MIT","https://github.com/TooTallNate/node-agent-base"
"agent-base@4.3.0","MIT","https://github.com/TooTallNate/node-agent-base"
"agentkeepalive@3.5.2","MIT","https://github.com/node-modules/agentkeepalive"
"aggregate-error@3.1.0","MIT","https://github.com/sindresorhus/aggregate-error"
"ajv-errors@1.0.1","MIT","https://github.com/epoberezkin/ajv-errors"
"ajv-keywords@3.5.2","MIT","https://github.com/epoberezkin/ajv-keywords"
"ajv@6.12.6","MIT","https://github.com/ajv-validator/ajv"
"align-text@0.1.4","MIT","https://github.com/jonschlinkert/align-text"
"alphanum-sort@1.0.2","MIT","https://github.com/TrySound/alphanum-sort"
"amdefine@1.0.1","BSD-3-Clause OR MIT","https://github.com/jrburke/amdefine"
"ansi-colors@3.2.4","MIT","https://github.com/doowb/ansi-colors"
"ansi-escapes@3.2.0","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-escapes@4.3.1","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-html@0.0.7","Apache-2.0","https://github.com/Tjatse/ansi-html"
"ansi-regex@2.1.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@3.0.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@4.1.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@5.0.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@2.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@4.3.0","MIT","https://github.com/chalk/ansi-styles"
"any-promise@1.3.0","MIT","https://github.com/kevinbeaty/any-promise"
